PersonId,ProjectId,Language,Task Description
7,84,German,Definition der Vorgehensweise und Erstellung von Stakeholder- und Feature-Beschreibungen.
7,84,English,Definition der Vorgehensweise und Erstellung von Stakeholder- und Feature-Beschreibungen.
7,84,German,Gestalten und Durchführung von Use-Case-Workshops mit dem geographisch verteilten Entwicklungs-Teams
7,84,English,Gestalten und Durchführung von Use-Case-Workshops mit dem geographisch verteilten Entwicklungs-Teams
7,84,German,Dokumentation der Use-Cases in Zusammenarbeit mit dem Kunden
7,84,English,Dokumentation der Use-Cases in Zusammenarbeit mit dem Kunden
7,84,German,Abstimmung und Durchführen von Reviews
7,84,English,Abstimmung und Durchführen von Reviews
7,85,German,"Konzipieren, Planen und Leiten des Projekts."
7,85,English,"Konzipieren, Planen und Leiten des Projekts."
7,85,German,Durchführen der Interviews und Workshops zur Gestaltung und Abstimmung des Prozesses.
7,85,English,Durchführen der Interviews und Workshops zur Gestaltung und Abstimmung des Prozesses.
7,85,German,Schulung des Spezifikationsprozesses und Coaching in den Projekten.
7,85,English,Schulung des Spezifikationsprozesses und Coaching in den Projekten.
7,86,German,"Analyse und Spezifikation von Use-Cases, Arbeitsabläufen und Business-Modellen in Zusammenarbeit mit dem Endkunden mittels User-Workshops."
7,86,English,"Analyse und Spezifikation von Use-Cases, Arbeitsabläufen und Business-Modellen in Zusammenarbeit mit dem Endkunden mittels User-Workshops."
7,86,German,Unterstützung der Projektleitung bei Planung und Projektmanagement.
7,86,English,Unterstützung der Projektleitung bei Planung und Projektmanagement.
7,86,German,Transfer der Anforderungen in die Entwicklung
7,86,English,Transfer der Anforderungen in die Entwicklung
7,87,English,Führung von Experten  (Verantwortliche der einzelnen Dienstleistungen)
7,87,German,Führung von Experten  (Verantwortliche der einzelnen Dienstleistungen)
7,87,English,"Definition, Budgetierung und Nachverfolgen des Jahresprogramms"
7,87,German,"Definition, Budgetierung und Nachverfolgen des Jahresprogramms"
7,87,English,Definition der Schulungsinhalte und sicherstellen der Schulungen
7,87,German,Definition der Schulungsinhalte und sicherstellen der Schulungen
7,87,English,Qualitätssicherung durch Coaching und inhaltliche Review der Tätigkeiten in Projekten
7,87,German,Qualitätssicherung durch Coaching und inhaltliche Review der Tätigkeiten in Projekten
7,88,English,Konzeption der Schulung für CMMI Maturity Level 3 Prozess für die Prozessgebiete „Technical Specification“ und „ Verification“ Stufe SW Entwickler
7,88,German,Konzeption der Schulung für CMMI Maturity Level 3 Prozess für die Prozessgebiete „Technical Specification“ und „ Verification“ Stufe SW Entwickler
7,88,English,Definition von Inhalten für webbasierte Trainings und Frontalunterricht
7,88,German,Definition von Inhalten für webbasierte Trainings und Frontalunterricht
7,88,English,Ausformulierung und graphische Gestaltung  der webbasierten Trainings
7,88,German,Ausformulierung und graphische Gestaltung  der webbasierten Trainings
7,89,English,Definition des Gesamtprojektvorgehens
7,89,German,Definition des Gesamtprojektvorgehens
7,89,English,Durchführen der Coverage-Analyse nach CMMI (Führen von Interviews)
7,89,German,Durchführen der Coverage-Analyse nach CMMI (Führen von Interviews)
7,89,English,Bereitstellen der Prozess-Expertise im Bereich Requirements Engineering
7,89,German,Bereitstellen der Prozess-Expertise im Bereich Requirements Engineering
7,89,English,Definition der Umsetzungsmassnahmen
7,89,German,Definition der Umsetzungsmassnahmen
7,89,English,Durchführen von Workshops zu Definition des verbesserten Prozesses
7,89,German,Durchführen von Workshops zu Definition des verbesserten Prozesses
7,89,English,Vorbereiten und Druchführen des Coachings von neun Requirements Engineers bei der Umsetzung der Prozess-Verbesserungen in den Pilotprojekten
7,89,German,Vorbereiten und Druchführen des Coachings von neun Requirements Engineers bei der Umsetzung der Prozess-Verbesserungen in den Pilotprojekten
7,89,English,Schulung alle Mitarbeiter im Anforderungsprozess bei Rollout
7,89,German,Schulung alle Mitarbeiter im Anforderungsprozess bei Rollout
7,90,English,"Definition, Vorbereitung, Leitung und alleinige Durchführung des Seminars"
7,90,German,"Definition, Vorbereitung, Leitung und alleinige Durchführung des Seminars"
7,91,English,"Festlegung von Inhalt und Programm, Vorbereitung, Leitung und alleinige Durchführung des Seminars"
7,91,German,"Festlegung von Inhalt und Programm, Vorbereitung, Leitung und alleinige Durchführung des Seminars"
7,92,English,Definition der Bewertungs-Methodik und der Fragen
7,92,German,Definition der Bewertungs-Methodik und der Fragen
7,92,English,Durchführung der Interviews und Bewertung der Eignung
7,92,German,Durchführung der Interviews und Bewertung der Eignung
7,93,English,Definition der Schulungsmethodik
7,93,German,Definition der Schulungsmethodik
7,93,English,Erarbeitung der Themen und Unterlagen
7,93,German,Erarbeitung der Themen und Unterlagen
7,93,English,Abstimmung mit den Prozessmanagern bezüglich Kernpunkte der Disziplinen
7,93,German,Abstimmung mit den Prozessmanagern bezüglich Kernpunkte der Disziplinen
7,93,English,Leitung und Durchführung der Schulungen
7,93,German,Leitung und Durchführung der Schulungen
7,94,English,Festlegung von Inhalt und Programm
7,94,German,Festlegung von Inhalt und Programm
7,94,English,Vorbereitung der Schulung
7,94,German,Vorbereitung der Schulung
7,94,English,Leitung und Durchführung der Seminare
7,94,German,Leitung und Durchführung der Seminare
7,94,English,Coaching bei der Video-Analyse
7,94,German,Coaching bei der Video-Analyse
7,95,German,Definition und Durchführung des einleitenden Seminars: Führungsprinzipien bei diesem IT-Dienstleisters.
7,95,English,Definition und Durchführung des einleitenden Seminars: Führungsprinzipien bei diesem IT-Dienstleisters.
7,95,German,"Monatliches, individuelles Coaching der Führungskräfte inkl.  Besprechung der Wochenberichte"
7,95,English,"Monatliches, individuelles Coaching der Führungskräfte inkl.  Besprechung der Wochenberichte"
7,96,English,Definition der Schulungsstruktur
7,96,German,Definition der Schulungsstruktur
7,96,English,Festlegung der Inhalte und Abstimmung mit den Prozessverantwortlichen
7,96,German,Festlegung der Inhalte und Abstimmung mit den Prozessverantwortlichen
7,96,English,"Erstellung der Schulungsunterlagen, Präsentationsunterlagen, Übungsbeispielen"
7,96,German,"Erstellung der Schulungsunterlagen, Präsentationsunterlagen, Übungsbeispielen"
7,96,English,Durchführung der Schulungen als Haupttrainer
7,96,German,Durchführung der Schulungen als Haupttrainer
7,97,English,Initialier Vorschlag und Konzeption der Schulung
7,97,German,Inhaltliche Gestaltung von Teilen des Seminars
7,97,English,Inhaltliche Gestaltung von Teilen des Seminars
7,97,German,Organisation und Definition der Lokalität
7,97,English,Organisation und Definition der Lokalität
7,97,German,Unterstützung der Trainer bei der Ausgestaltung der Inhalte
7,97,English,Unterstützung der Trainer bei der Ausgestaltung der Inhalte
7,97,German,"Definition von Inhalt und Übungen und Durchführung des Training für den Seminarblock ""Coaching"" (8 Std)"
7,97,English,"Definition von Inhalt und Übungen und Durchführung des Training für den Seminarblock ""Coaching"" (8 Std)"
8,98,German,Aufbau des Geschäftsbereiches Systems & Network Integration
8,98,German,Entwicklung des Technology Service-Portfolio und die dazu erforderlichen Methoden und Instrumente
8,98,German,Führung von ca. zwanzig System Engineers und Project Leaders.
8,99,German,Prozessberatung im Bereich Beschaffung von IT Mitteln in einem Pharmakonzern
8,99,German,Novel Netware Server Migration für eine Grossbank; Projektleitung für die Umstellung von rund 750 Netware-Server in der gesamten Schweiz
8,99,German,Windows NT Migration für einen Industriekonzern; Projektleitung für die Migration von rund 2'000 PC Clients von Windows 3.11 auf NT 4.0 in der gesamten Schweiz
8,99,German,Windows NT Client Migration für einen Pharmakonzern; Projektleitung für die Migration von ca. 3’500 PC Clients von Windows 3.11 auf NT 4.0 in der gesamten Schweiz
8,99,German,Windows NT Client Migration für eine Grossbank; Teilprojektleitung für die Migration von ca. 10’000 PC Clients auf NT 4.0 in der gesamten Schweiz
8,100,German,Design und Implementation eines Software-Subsystems
8,101,German,Festlegen des Analysen-Scopes
8,101,German,Planung und Durchführung von strukturierten Interviews mit Fachbereichsvertretern
8,101,German,Auswertung der Interviews und Dokumentation der Ergebnisse in einem Coverage Analysis Report
8,101,German,Definition von Optimierungsmassnahmen
8,101,German,Vorstellen der Ergebnisse vor der Geschäftsleitung
8,101,German,Planung und Organisation der Optimierungsprojekte
8,102,German,"Planung des Projektes, Workshop Roadmap"
8,102,German,Vorbereitung und Moderation von Architektur-Findungsworkshops
8,102,German,Erebnissicherung und Kommunikation an Stakeholders
8,103,German,Gesamtleitung des Process Improvement-Projektes
8,103,German,Bewertung und Analyse des Effizienzsteigerungspotentiales nach CMMI
8,103,German,"Definition von Workpackages in den Prozessgebieten Process and Product Quality Assurance, Requirements Engineering, Verification & Validation, Project Monitoring and Control sowie Change & Configuration Management"
8,103,German,"Planung, Organisation und Leitung des Improvementprogrammes"
8,103,German,Organisation und Durchführung (Moderation) von Definition Workshops zur Definition der Prozessvorgaben
8,103,German,Einführung der Prozessvorgaben im Bereich Testing durch Training und Coaching von Kundenprojektteams
8,104,German,Akquisition eines grösseren IT-Infrastruktur-Outsourcing-Geschäftes und Beratung bei der Über¬nahme und Integration einer Firma.
8,104,German,Aufbau von IT Service Management Prozessen nach ITIL.
8,104,German,Programm Manager für die Entwicklung eines neuen Dienstleistungsproduktes im Bereich Mobile Computing.
8,104,German,Leitung Teilprojekt Legal Aspects & Supplier Assessment im Rahmen des Y2K-Programmes einer Unternehmensgruppe.
8,105,English,Softwareprojektleitung
8,105,English,Koordination zwischen Kunden und Near-Shore Software Development Center in Bratislava
8,105,English,"Planung, Tracking, Controlling"
8,105,English,Change Management
8,106,German,"Gesamtleitung des Projektes, Planung und Ergebnis-Tracking"
8,106,German,Führung des Prozessarchitektur-Prozesses
8,106,German,Process Methoden Coach
8,107,German,Koordination des Programmes bestehend aus vier Projekten
8,107,German,Status Tracking mit den Projektleitern
8,107,German,Reporting des Status an Steering Committee (Senior Management)
8,107,German,Aufbau und Pflege eines Status Cockpits für das Improvement Programm
8,108,German,"Analyse, Design, Implementation und Testen von Software-Subsystemen"
8,108,German,Leitung des Teilprojektes „Datenauswertung und Datendarstellung“.
8,109,German,Vorbereitung und Durchführung von Interviews und Auswertung der Interviewergebnisse
8,109,German,Strukturierung der Analyseergebnisse und Bildung Massnahmen-Cluster
8,109,German,Aufbau eines Metrik-Systems für die Messung der Performance der Systemtestabteilung
8,109,German,Umsetzung eines Test-Katalogs zur Besseren Planung der Testkampagnen
8,110,German,Gesamtleitung des Process Improvement-Projektes
8,110,German,Mitwirkung an Process Improvement Workshops zur Definition der Massnahmenpakete und Projektinhalte
8,110,German,"Planung, Organisation und Leitung des Improvementprogrammes bestehend aus vier Projekten für die Prozessgebiete Project Management, Project Risk Management, Configuration Management und Quality Assurance"
8,110,German,"Beratung, Coaching und Moderation von Workshops in den Bereichen Project Management und Configuration Management"
8,111,German,Koordination der Teilprojekte
8,111,German,Coaching und Review des R&D-Leiters
8,111,German,Überwachung des Fortschrittes und Coaching der Teilprojektleiter
8,111,German,Review der Organisationsstruktur in der Software-Entwicklung
8,112,German,Gesamtleitung des Projektes
8,112,German,Planung und Durchführung von strukturierten Interviews an zwei Entwicklungsstandorten (Schweiz und Singapur)
8,112,German,Auswertung der Interviews und erstellen eines Coverage Analysis Reports
8,112,German,Definition von Massnahmenpaketen (Workpackages) für die bewerteten Prozessgebiete
8,113,German,"Projektleitung, Führung eines sechsköpfigen Projektteams"
8,113,German,Vorbereitung und Durchführung von Interviews
8,113,German,Vorbereitung und Moderation von Workshops
8,113,German,Aufbereitung von Ergebnissen in Dokumenten und Präsentationen
8,114,German,Führung der Abteilung mit Budgetverantwortung als Mitglied der Geschäftsleitung
8,115,German,Projektleitung
8,115,German,Vorbereitung und Durchführung von Interviews
8,115,German,Vorbereitung und Moderation von Workshops
8,115,German,Aufbereitung von Ergebnissen in Dokumenten und Präsentationen
8,116,German,Projektleitung
8,116,German,Erstellen der technischen Einsatzkonzepte
